"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","video-keyboard-response","148","406972","0.0-148.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713770.bmppp52_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","149","406973","0.0-149.0","","","","","","","","",""
"","2889.300000011921","survey-likert","150","409866","0.0-150.0","","","","","","","{""judgement"":0}","[0]","0"
"","2288.5","survey-likert","151","412156","0.0-151.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","152","412157","0.0-152.0","","","","","","","","",""
"","null","html-keyboard-response","153","415160","0.0-153.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","154","418259","0.0-154.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592836.bmppp68_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","155","421262","0.0-155.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","156","424346","0.0-156.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1592836.bmppp68_L1V1_freeview_veridical.mp4","","",""
"","","call-function","157","424346","0.0-157.0","","","","","","","","",""
"","3329.399999976158","survey-likert","158","427676","0.0-158.0","","","","","","","{""judgement"":1}","[0]","1"
"","5486","survey-likert","159","433164","0.0-159.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","160","433165","0.0-160.0","","","","","","","","",""
"","null","html-keyboard-response","161","436168","0.0-161.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","162","439268","0.0-162.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1593056.bmppp51_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","163","442273","0.0-163.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","164","445357","0.0-164.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1593056.bmppp51_L1V1_freeview_veridical.mp4","","",""
"","","call-function","165","445357","0.0-165.0","","","","","","","","",""
"","2753.699999988079","survey-likert","166","448112","0.0-166.0","","","","","","","{""judgement"":1}","[0]","1"
"","1606.3999999761581","survey-likert","167","449720","0.0-167.0","","","","","","","{""confidence"":2}","[0]",""
"[{""page_index"":0,""viewing_time"":1895.9000000059605},{""page_index"":1,""viewing_time"":995.9000000059605},{""page_index"":2,""viewing_time"":759.7999999821186}]","3652.0999999940395","instructions","168","453373","0.0-168.0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":621.2000000178814},{""page_index"":1,""viewing_time"":3324.5999999940395},{""page_index"":2,""viewing_time"":871.1999999880791}]","4817.300000011921","instructions","169","458191","0.0-169.0","","","","","","","","",""
"","","call-function","170","458191","0.0-170.0","","","","","","","","",""
"","null","html-keyboard-response","171","461193","0.0-171.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","172","464296","0.0-172.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713450.bmppp154_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","173","467300","0.0-173.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","174","470412","0.0-174.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713450.bmppp154_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","175","470412","0.0-175.0","","","","","","","","",""
"","2857.699999988079","survey-likert","176","473271","0.0-176.0","","","","","","","{""judgement"":0}","[0]","0"
"","2269","survey-likert","177","475542","0.0-177.0","","","","","","","{""confidence"":0}","[0]",""
"","","call-function","178","475543","0.0-178.0","","","","","","","","",""
"","null","html-keyboard-response","179","478544","0.0-179.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","180","481629","0.0-180.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713788.bmppp81_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","181","484634","0.0-181.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","182","487701","0.0-182.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713788.bmppp81_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","183","487701","0.0-183.0","","","","","","","","",""
"","6299.699999988079","survey-likert","184","494002","0.0-184.0","","","","","","","{""judgement"":0}","[0]","0"
"","2455","survey-likert","185","496459","0.0-185.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","186","496459","0.0-186.0","","","","","","","","",""
"","null","html-keyboard-response","187","499460","0.0-187.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","188","502556","0.0-188.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1159486.bmppp98_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","189","505561","0.0-189.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","190","508649","0.0-190.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_1159486.bmppp98_L1V1_freeview_veridical.mp4","","",""
"","","call-function","191","508649","0.0-191.0","","","","","","","","",""
"","3755.5999999940395","survey-likert","192","512406","0.0-192.0","","","","","","","{""judgement"":1}","[0]","1"
"","10518.59999999404","survey-likert","193","522926","0.0-193.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","194","522927","0.0-194.0","","","","","","","","",""
"","null","html-keyboard-response","195","525931","0.0-195.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","196","529021","0.0-196.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_150303.bmppp68_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","197","532025","0.0-197.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","198","535120","0.0-198.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_150303.bmppp68_L1V1_freeview_veridical.mp4","","",""
"","","call-function","199","535120","0.0-199.0","","","","","","","","",""
"","3658.300000011921","survey-likert","200","538779","0.0-200.0","","","","","","","{""judgement"":1}","[0]","1"
"","2504.4000000059605","survey-likert","201","541285","0.0-201.0","","","","","","","{""confidence"":0}","[0]",""
