"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","html-keyboard-response","174","489102","0.0-174.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","175","492199","0.0-175.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713730.bmppp82_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","176","495204","0.0-176.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","177","498350","0.0-177.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713730.bmppp82_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","178","498350","0.0-178.0","","","","","","","","",""
"","2112.7999999821186","survey-likert","179","500464","0.0-179.0","","","","","","","{""judgement"":0}","[0]","0"
"","1618.2999999821186","survey-likert","180","502084","0.0-180.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","181","502085","0.0-181.0","","","","","","","","",""
"","null","html-keyboard-response","182","505090","0.0-182.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","183","508269","0.0-183.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498253.bmppp54_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","184","511272","0.0-184.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","185","514441","0.0-185.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498253.bmppp54_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","186","514441","0.0-186.0","","","","","","","","",""
"","2143.2999999821186","survey-likert","187","516585","0.0-187.0","","","","","","","{""judgement"":0}","[0]","0"
"","1834.5999999940395","survey-likert","188","518420","0.0-188.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","189","518421","0.0-189.0","","","","","","","","",""
"","null","html-keyboard-response","190","521425","0.0-190.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","191","524603","0.0-191.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498281.bmppp90_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","192","527607","0.0-192.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","193","530728","0.0-193.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498281.bmppp90_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","194","530728","0.0-194.0","","","","","","","","",""
"","3000","survey-likert","195","533729","0.0-195.0","","","","","","","{""judgement"":0}","[0]","1"
"","1841.800000011921","survey-likert","196","535573","0.0-196.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","197","535574","0.0-197.0","","","","","","","","",""
"","null","html-keyboard-response","198","538578","0.0-198.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
